,description,finished,has_items,item_types,maximum_depth,number_of_dependents,sample_id,sample_name,target_depths,targets
99,"{""level"": ""3"", ""design"": ""g2"", ""total"": 3}",False,False,[],2,3,27382,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W8-RGR-W5 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8 | pMOD-LTR3-Hyg-pGRR-W8-RGR-W17,"[2, 2]","[27658, 27667]"
100,"{""level"": ""3"", ""design"": ""g2"", ""total"": 3}",False,False,[],2,3,27376,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8-RGR-W5 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8 | pMOD-LTR3-Hyg-pGRR-W8-RGR-W17,"[2, 2]","[27659, 27668]"
101,"{""a_strains"": [27391, 27390, 27387, 27385, 27384, 27383, 27382, 27376]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,9,27660,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-RGR-W8 | pMOD6-pGRR-W17-yeGFP,"[2, 2, 2, 2, 2, 2, 2, 2]","[27661, 27662, 27663, 27664, 27665, 27666, 27667, 27668]"
102,"{""level"": ""3"", ""design"": ""g2"", ""total"": 3}",False,False,[],2,3,27379,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8 | pMOD-LTR3-Hyg-pGRR-W8-RGR-W17 | pMOD6-pGRR-W8W14-RGR-W5,"[2, 2]","[27670, 27672]"
103,"{""a_strains"": [27379]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,2,27669,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-URGR-W8 | pMOD6-pGRR-W5-yeGFP,[2],[27670]
104,"{""a_strains"": [27379]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,2,27671,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-RGR-W8 | pMOD6-pGRR-W5-yeGFP,[2],[27672]
105,"{""a_strains"": [27351, 27350, 27338, 27336]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,5,27673,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-URGR-W5 | pMOD6-pGRR-W19-yeGFP,"[2, 2]","[27676, 27677]"
106,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,True,['Yeast Plate'],2,2,27338,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD6-pGRR-W5W19-RGR-W17 | pMOD8-pGRR-W19W17-RGR-W5,[2],[27676]
107,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,2,27336,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD6-pGRR-W19W5-RGR-W17 | pMOD8-pGRR-W19W17-RGR-W5,[2],[27677]
108,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,False,[],2,2,27348,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19 | pMOD6-pGRR-W19W5-RGR-W17 | pMOD8-pGRR-W19W17-RGR-W5,[2],[27679]
109,"{""a_strains"": [27348, 27346, 27344, 27341]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,5,27678,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-URGR-W17 | pMOD6-pGRR-W19-yeGFP,"[2, 2, 2, 2]","[27679, 27680, 27681, 27682]"
110,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,False,[],2,2,27346,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W17W17-RGR-W19 | pMOD6-pGRR-W19W5-RGR-W17 | pMOD8-pGRR-W19W17-RGR-W5,[2],[27680]
111,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,False,[],2,2,27344,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19 | pMOD6-pGRR-W5W19-RGR-W17 | pMOD8-pGRR-W19W17-RGR-W5,[2],[27681]
112,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,False,[],2,2,27341,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W17W17-RGR-W19 | pMOD6-pGRR-W5W19-RGR-W17 | pMOD8-pGRR-W19W17-RGR-W5,[2],[27682]
113,"{""a_strains"": [27333, 27331, 27329, 27327, 27321, 27319]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,7,27683,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-URGR-W36 | pMOD6-pGRR-W8-yeGFP,"[2, 2, 2]","[27685, 27687, 27689]"
114,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,True,['Yeast Plate'],2,2,27331,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HO-Leu2-pGRR-W8W36-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36 | pMOD6-pGRR-W36-RGR-W8,[2],[27685]
115,"{""level"": ""3"", ""design"": ""g1"", ""total"": 3}",False,False,[],2,2,27327,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W36W8-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36 | pMOD6-pGRR-W36-RGR-W8,[2],[27687]
116,,False,False,[],2,2,27319,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8W36-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36 | pMOD6-pGRR-W36-RGR-W8,[2],[27689]
117,"{""level"": ""3"", ""design"": ""g2"", ""total"": 3}",False,False,[],2,3,27369,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W5W8-URGR-F1 | pMOD-LTR2-Bleo-pGRR-F1W10-RGR-W8 | pMOD8-pGRR-W8-RGR-W10,"[2, 2]","[27691, 27693]"
118,"{""a_strains"": [27369]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,2,27690,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-URGR-W8 | pMOD6-pGRR-F1-yeGFP,[2],[27691]
119,"{""a_strains"": [27369]}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",2,2,27692,CEN.PK2 - MAT alpha ::: pMODKan-HO-pACT1-ZEV4 | pMOD8-pGALZ4-RGR-W8 | pMOD6-pGRR-F1-yeGFP,[2],[27693]
120,,True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,18,27317,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8W36-RGR-W20,"[2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]","[27361, 27362, 27371, 27405, 27319, 27627, 27638, 27624, 27635, 27620, 27631, 27689]"
121,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,23,27322,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HO-Leu2-pGRR-W8W36-RGR-W20,"[2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[27323, 27363, 27406, 27324, 27408, 27331, 27364, 27372, 27407, 27642, 27641, 27685, 27645, 27649, 27623, 27634, 27644, 27648]"
122,dCas9 with Mxi1 chromatin remodeler,True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell']",5,322,23529,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[27339, 27374, 27377, 27380, 27395, 27401, 27423, 27494, 27501, 27504, 27323, 27363, 27406, 27365, 27409, 27443, 27445, 27340, 27345, 27347, 27452, 27356, 27359, 27375, 27378, 27386, 27489, 27381, 27393, 27396, 27414, 27497, 27513, 27402, 27418, 27499, 27516, 27412, 27424, 27429, 27432, 27435, 27475, 27492, 27495, 27502, 27505, 27507, 27510, 27361, 27324, 27408, 27331, 27364, 27372, 27407, 27327, 27366, 27373, 27410, 27338, 27466, 27467, 27468, 27469, 27470, 27471, 27427, 27444, 27446, 27341, 27346, 27344, 27348, 27453, 27454, 27455, 27460, 27463, 27464, 27357, 27370, 27389, 27360, 27369, 27376, 27390, 27379, 27383, 27384, 27385, 27387, 27490, 27382, 27391, 27394, 27397, 27415, 27400, 27417, 27498, 27514, 27515, 27403, 27419, 27500, 27517, 27518, 27413, 27422, 27425, 27430, 27465, 27433, 27484, 27436, 27486, 27439, 27488, 27442, 27449, 27450, 27451, 27458, 27461, 27462, 27474, 27476, 27478, 27480, 27482, 27493, 27496, 27503, 27506, 27508, 27511, 27512, 27362, 27371, 27405, 27319, 27642, 27641, 27685, 27645, 27649, 27623, 27634, 27644, 27648, 27687, 27626, 27637, 27622, 27633, 27619, 27630, 27677, 27676, 27595, 27594, 27593, 27592, 27591, 27590, 27569, 27597, 27596, 27682, 27680, 27681, 27679, 27607, 27606, 27605, 27611, 27603, 27602, 27628, 27639, 27625, 27636, 27621, 27632, 27646, 27650, 27691, 27693, 27659, 27668, 27653, 27662, 27670, 27672, 27657, 27666, 27656, 27665, 27655, 27664, 27654, 27663, 27568, 27658, 27667, 27652, 27661, 27573, 27572, 27570, 27558, 27553, 27551, 27547, 27546, 27554, 27552, 27550, 27545, 27544, 27571, 27617, 27616, 27582, 27599, 27581, 27576, 27588, 27584, 27580, 27575, 27579, 27608, 27614, 27613, 27612, 27604, 27610, 27587, 27586, 27585, 27578, 27577, 27566, 27565, 27561, 27563, 27557, 27556, 27549, 27548, 27627, 27638, 27624, 27635, 27620, 27631, 27689]"
123,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,5,27323,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HO-Leu2-pGRR-W8W36-RGR-W20 | pMOD-HOKan-pGRR-W20-RGR-W8,"[2, 2, 3, 3]","[27324, 27408, 27642, 27641]"
124,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,18,27325,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W36W8-RGR-W20,"[2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4]","[27365, 27409, 27327, 27366, 27373, 27410, 27687, 27626, 27637, 27622, 27633, 27619, 27630]"
125,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",3,3,27326,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W36W8-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36,"[2, 3]","[27327, 27687]"
126,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",3,3,27330,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HO-Leu2-pGRR-W8W36-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W8-RGR-W36,"[2, 3]","[27331, 27685]"
127,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,33,27334,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[27443, 27445, 27338, 27466, 27467, 27468, 27469, 27470, 27471, 27427, 27444, 27446, 27677, 27676, 27595, 27594, 27593, 27592, 27591, 27590, 27569, 27597, 27596]"
128,"{""level"": ""2"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",3,3,27335,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD6-pGRR-W19W5-RGR-W17,[3],[27677]
129,"{""level"": ""2"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",3,3,27337,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD6-pGRR-W5W19-RGR-W17,"[2, 3]","[27338, 27676]"
130,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,True,['Yeast Plate'],4,7,27339,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W17W17-RGR-W19,"[2, 2, 3, 3, 4, 4]","[27340, 27345, 27341, 27346, 27682, 27680]"
131,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Competent Cell', 'Yeast Plate']",3,3,27340,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W17W17-RGR-W19 | pMOD6-pGRR-W5W19-RGR-W17,"[2, 3]","[27341, 27682]"
132,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,21,27342,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4]","[27347, 27452, 27344, 27348, 27453, 27454, 27455, 27460, 27463, 27464, 27681, 27679, 27607, 27606, 27605, 27611, 27603, 27602]"
133,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27343,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19 | pMOD6-pGRR-W5W19-RGR-W17,"[2, 3]","[27344, 27681]"
134,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Competent Cell', 'Yeast Plate']",3,3,27345,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W17W17-RGR-W19 | pMOD6-pGRR-W19W5-RGR-W17,"[2, 3]","[27346, 27680]"
135,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,3,27347,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W34W17-RGR-W19 | pMOD6-pGRR-W19W5-RGR-W17,"[2, 3]","[27348, 27679]"
136,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",3,17,27349,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-NatMx-pGRR-W5-RGR-W19 | pMOD-LTR3-bleo-pGRR-W19W17-RGR-W5,"[2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]","[27466, 27467, 27468, 27469, 27470, 27471, 27595, 27594, 27593, 27592, 27591, 27590]"
137,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,12,27355,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8-RGR-W20,"[2, 3, 3, 3, 4, 4, 4, 4, 4, 4]","[27356, 27357, 27370, 27389, 27628, 27639, 27625, 27636, 27621, 27632]"
138,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,7,27356,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W10-RGR-W8,"[2, 2, 3, 3, 3, 3]","[27357, 27370, 27628, 27639, 27625, 27636]"
139,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",4,5,27358,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W8-RGR-W20,"[2, 3, 4, 4]","[27359, 27360, 27646, 27650]"
140,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,4,27359,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W8-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W10-RGR-W8,"[2, 3, 3]","[27360, 27646, 27650]"
141,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,7,27361,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8W36-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W10-RGR-W8,"[2, 2, 3, 3, 3, 3]","[27362, 27371, 27627, 27638, 27624, 27635]"
142,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,7,27363,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HO-Leu2-pGRR-W8W36-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W10-RGR-W8,"[2, 2, 3, 3, 3, 3]","[27364, 27372, 27645, 27649, 27623, 27634]"
143,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,7,27365,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W36W8-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W20W10-RGR-W8,"[2, 2, 3, 3, 3, 3]","[27366, 27373, 27626, 27637, 27622, 27633]"
144,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,5,27367,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W5W8-URGR-F1,"[3, 4, 4]","[27369, 27691, 27693]"
145,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,4,27368,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W5W8-URGR-F1 | pMOD-LTR2-Bleo-pGRR-F1W10-RGR-W8,"[2, 3, 3]","[27369, 27691, 27693]"
146,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,False,[],4,8,27374,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8-RGR-W5,"[2, 3, 3, 4, 4, 4, 4]","[27375, 27376, 27390, 27659, 27668, 27653, 27662]"
147,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,7,27375,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8-RGR-W5 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8,"[2, 2, 3, 3, 3, 3]","[27376, 27390, 27659, 27668, 27653, 27662]"
148,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,False,[],4,21,27377,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8,"[2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[27378, 27386, 27489, 27379, 27383, 27384, 27385, 27387, 27490, 27670, 27672, 27657, 27666, 27656, 27665, 27655, 27664, 27654, 27663, 27568]"
149,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,13,27378,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8 | pMOD-LTR3-Hyg-pGRR-W8-RGR-W17,"[2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[27379, 27383, 27384, 27385, 27670, 27672, 27657, 27666, 27656, 27665, 27655, 27664]"
150,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,False,[],4,8,27380,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W8-RGR-W5,"[2, 3, 3, 4, 4, 4, 4]","[27381, 27382, 27391, 27658, 27667, 27652, 27661]"
151,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,7,27381,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W8-RGR-W5 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8,"[2, 2, 3, 3, 3, 3]","[27382, 27391, 27658, 27667, 27652, 27661]"
152,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,4,27386,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W5W17-RGR-W8 | pMOD6-pGRR-W8W14-RGR-W5,"[2, 3, 3]","[27387, 27654, 27663]"
153,"{""level"": ""2"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,4,27388,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8-RGR-W20 | pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,"[2, 3, 3]","[27389, 27621, 27632]"
154,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,4,27392,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W8W20-RGR-W5,"[2, 3, 4]","[27393, 27394, 27573]"
155,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,True,['Yeast Plate'],3,3,27393,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR2-Bleo-pGRR-W8W20-RGR-W5 | pMOD6-leu-pGRR-W5W34-RGR-W20,"[2, 3]","[27394, 27573]"
156,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,False,[],4,7,27395,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W22W5-RGR-W20,"[2, 2, 3, 3, 4, 4]","[27396, 27414, 27397, 27415, 27572, 27570]"
157,"{""level"": ""2"", ""design"": ""b1"", ""total"": 3}",False,False,[],3,3,27396,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W22W5-RGR-W20 | pMOD-LTR2-Bleo-pGRR-W8W20-RGR-W5,"[2, 3]","[27397, 27572]"
158,"{""level"": ""1"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Competent Cell', 'Yeast Plate']",4,15,27398,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W20-RGR-W34,"[2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]","[27497, 27513, 27400, 27417, 27498, 27514, 27515, 27558, 27553, 27551, 27547, 27546]"
159,"{""level"": ""2"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,3,27399,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-LTR1-Nat-pGRR-W20-RGR-W34 | pMOD-LTR2-Bleo-pGRR-W8W20-RGR-W5,"[2, 3]","[27400, 27558]"
160,"{""level"": ""1"", ""design"": null, ""total"": 3}",False,True,['Yeast 50ml culture'],4,15,27401,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W20-RGR-W34,"[2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4]","[27402, 27418, 27499, 27516, 27403, 27419, 27500, 27517, 27518, 27554, 27552, 27550, 27545, 27544]"
161,"{""level"": ""2"", ""design"": null, ""total"": 3}",False,False,[],3,3,27402,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W20-RGR-W34 | pMOD-LTR2-Bleo-pGRR-W8W20-RGR-W5,"[2, 3]","[27403, 27554]"
162,"{""level"": ""2"", ""design"": null, ""total"": 3}",True,True,"['Yeast Glycerol Stock', 'Yeast Plate']",3,4,27404,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W8W36-RGR-W20 | pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,"[2, 3, 3]","[27405, 27620, 27631]"
163,"{""level"": ""2"", ""design"": null, ""total"": 3}",False,False,[],3,4,27406,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HO-Leu2-pGRR-W8W36-RGR-W20 | pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,"[2, 3, 3]","[27407, 27644, 27648]"
164,"{""level"": ""2"", ""design"": null, ""total"": 3}",False,False,[],3,4,27409,CEN.PK2 - MAT A ::: pMOD4G-dcas9-mxi1 | pMOD-HOKan-pGRR-W36W8-RGR-W20 | pMOD-LTR1-NatMX-pGRR-W8-RGR-W10,"[2, 3, 3]","[27410, 27619, 27630]"
